species	isoform	final_isoform_label	transcript_id	protein_id	protein_length	interpro_accession	interpro_description	member_database	signature_accession	signature_description	domain_class_simplified	domain_start_aa	domain_end_aa	source_file
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	271	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	275	375	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	275	376	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	282	376	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	282	377	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	288	366	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	457	586	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	459	586	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841			CDD	cd05101	PTKc_FGFR2	fgfr_family	476	788	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	491	777	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	501	777	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	501	790	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	501	777	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	507	537	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	584	597	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	587	782	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	587	782	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	636	654	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	642	654	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	685	695	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	704	726	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIb	IIIb	XM_078346634.1	XP_078202760.1	841	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	748	770	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	27	835	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			CDD	cd04973	IgI_1_FGFR	fgfr_family	50	143	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	58	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			FunFam	G3DSA:2.60.40.10:FF:000252	Fibroblast growth factor receptor	fgfr_family	60	148	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	63	146	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	64	129	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	66	144	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	72	133	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	107	782	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	149	168	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			MobiDBLite	mobidb-lite	consensus disorder prediction	other_domain	150	163	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	159	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	163	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			CDD	cd05857	IgI_2_FGFR	fgfr_family	173	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	173	266	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	183	268	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	186	269	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	189	257	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	190	267	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	270	381	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	271	382	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			CDD	cd05858	IgI_3_FGFR2	fgfr_family	275	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	275	377	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	275	378	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	282	379	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			Pfam	PF13927	Immunoglobulin domain	ig_like_domain	285	365	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	288	368	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	kinase_domain	456	585	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			FunFam	G3DSA:3.30.200.20:FF:000011	Fibroblast growth factor receptor	fgfr_family	458	585	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			CDD	cd05101	PTKc_FGFR2	fgfr_family	475	787	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR011009	Protein kinase-like domain superfamily	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	kinase_domain	490	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	kinase_domain	500	789	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR020635	Tyrosine-protein kinase, catalytic domain	SMART	SM00219	tyrkin_6	kinase_domain	500	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	kinase_domain	500	776	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	kinase_domain	506	536	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	583	596	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			FunFam	G3DSA:1.10.510.10:FF:000007	Fibroblast growth factor receptor	fgfr_family	586	781	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840			Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	other_domain	586	781	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	635	653	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	kinase_domain	641	653	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	684	694	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	703	725	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
callithrix_jacchus	IIIc	IIIc	XM_078346639.1	XP_078202765.1	840	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	PRINTS	PR00109	Tyrosine kinase catalytic domain signature	kinase_domain	747	769	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	28	135	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707			FunFam	G3DSA:2.60.40.10:FF:000016	Fibroblast growth factor receptor	fgfr_family	29	135	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR016248	Fibroblast growth factor receptor family	PIRSF	PIRSF000628	FGFR	fgfr_family	34	702	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707			CDD	cd05857	IgI_2_FGFR	fgfr_family	39	133	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	39	132	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR050122	Receptor Tyrosine Kinase	PANTHER	PTHR24416	TYROSINE-PROTEIN KINASE RECEPTOR	fgfr_family	47	649	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR003599	Immunoglobulin domain subtype	SMART	SM00409	IG_3c	ig_like_domain	49	134	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	50	135	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR003598	Immunoglobulin subtype 2	SMART	SM00408	igc2_5	ig_like_domain	55	123	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR013098	Immunoglobulin I-set	Pfam	PF07679	Immunoglobulin I-set domain	ig_like_domain	56	133	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR013783	Immunoglobulin-like fold	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	ig_like_domain	136	249	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707			FunFam	G3DSA:2.60.40.10:FF:000020	Fibroblast growth factor receptor	fgfr_family	137	247	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR007110	Immunoglobulin-like domain	ProSiteProfiles	PS50835	Ig-like domain profile.	ig_like_domain	141	241	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
canis_lupus_familiaris	IIIb	IIIb	NP_001003336.1	NP_001003336.1	707	IPR036179	Immunoglobulin-like domain superfamily	SUPERFAMILY	SSF48726	Immunoglobulin	ig_like_domain	141	242	results/final_30_until_interpro_prepare/14_interproscan_primary/input.fasta.tsv
